Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
DIGCOMP3.0-fr-D2,DIGCOMP3.0-fr-D2-C2,2.2 : PARTAGER AU MOYEN DE TECHNOLOGIES NUMÉRIQUES,<p><strong>Descripteur DigComp 3.0 :</strong> Partager des informations et des contenus avec d’autres de manière éthique et responsable grâce à des technologies numériques adaptées.</p>,1,,,,,,,,,
DIGCOMP3.0-fr-D2,DIGCOMP3.0-fr-D2-C3,2.3 : S’ENGAGER DANS LA CITOYENNETÉ GRÂCE AU NUMÉRIQUE,"<p><strong>Descripteur DigComp 3.0 :</strong> Participer à la vie en société grâce à l’usage éthique et responsable des plateformes et services numériques. Rechercher des opportunités d’autonomisation et de participation par des technologies numériques appropriées. Être conscient de ses droits, les affirmer et exercer ses choix dans les environnements numériques.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D2,DIGCOMP3.0-fr-D2-C4,2.4 : COLLABORER GRÂCE AUX TECHNOLOGIES NUMÉRIQUES,"<p><strong>Descripteur DigComp 3.0 :</strong> Utiliser les technologies numériques de manière éthique et responsable à des fins de collaboration, de co-construction et de co-création d’informations, de ressources et de connaissances.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D2,DIGCOMP3.0-fr-D2-C5,2.5 : COMPORTEMENT NUMÉRIQUE,"<p><strong>Descripteur DigComp 3.0 :</strong> Connaître les normes de comportement, et savoir adopter un comportement respectueux lors de l’utilisation de technologies numériques et dans les interactions en ligne. Adapter sa communication aux contextes spécifiques et être conscient et respectueux des diversités culturelle, générationnelle et autres dans les environnements numériques.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D2,DIGCOMP3.0-fr-D2-C6,2.6 : GÉRER SON IDENTITÉ NUMÉRIQUE,<p><strong>Descripteur DigComp 3.0 :</strong> Gérer une ou plusieurs identités numériques. Mettre en œuvre des actions pour protéger sa réputation numérique (la façon dont on est perçu en fonction de sa présence en ligne) et gérer son empreinte numérique (les données produites par et via les plateformes et services numériques).</p>,1,,,,,,,,,
DIGCOMP3.0-fr-D3,DIGCOMP3.0-fr-D3-C1,3.1 : DÉVELOPPER DU CONTENU NUMÉRIQUE,<p><strong>Descripteur DigComp 3.0 :</strong> Utiliser des technologies numériques de manière éthique et responsable pour créer et modifier une variété de contenus. S’exprimer par des moyens numériques.</p>,1,,,,,,,,,
DIGCOMP3.0-fr-D3,DIGCOMP3.0-fr-D3-C2,3.2 : INTÉGRER ET RETRAVAILLER DU CONTENU NUMÉRIQUE,"<p><strong>Descripteur DigComp 3.0 :</strong> Modifier, affiner et intégrer de nouvelles informations et de nouveaux contenus dans des connaissances et ressources existantes afin de créer des contenus et des connaissances nouveaux et originaux.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D3,DIGCOMP3.0-fr-D3-C3,3.3 : DROITS D’AUTEUR ET LICENCES,"<p><strong>Descripteur DigComp 3.0 :</strong> Comprendre comment les droits d’auteur, les licences, ainsi que les enjeux juridiques et éthiques associés, s’appliquent aux contenus numériques, et savoir les appliquer correctement.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D3,DIGCOMP3.0-fr-D3-C4,3.4 : PENSÉE INFORMATIQUE ET PROGRAMMATION,"<p><strong>Descripteur DigComp 3.0 :</strong> Comprendre et mettre en œuvre des étapes pour analyser un problème, reconnaître des sous-problèmes, planifier et développer une séquence d’instructions pour un système informatique afin de résoudre un problème donné ou d’exécuter une tâche spécifique.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D4,DIGCOMP3.0-fr-D4-C1,4.1 : PROTÉGER LES APPAREILS,<p><strong>Descripteur DigComp 3.0 :</strong> Appliquer des mesures de sécurité et de cybersécurité afin de protéger les appareils et les contenus numériques. Être conscient du caractère évolutif des risques et menaces dans les environnements numériques et accorder une attention particulière à la sécurité des appareils numériques et de leurs contenus.</p>,1,,,,,,,,,
DIGCOMP3.0-fr-D4,DIGCOMP3.0-fr-D4-C2,4.2 : PROTÉGER LES DONNÉES PERSONNELLES ET LA VIE PRIVÉE,"<p><strong>Descripteur DigComp 3.0 :</strong> Être conscient de ses droits et les exercer en matière de données personnelles et de vie privée dans les environnements numériques. Évaluer et gérer les risques pour la vie privée et protéger les données personnelles et la vie privée dans les environnements numériques. Utiliser et partager ses propres données personnelles et celles d’autrui de manière sûre, éthique et responsable.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D4,DIGCOMP3.0-fr-D4-C3,4.3 : SOUTENIR LE BIEN-ÊTRE,"<p><strong>Descripteur DigComp 3.0 :</strong> Utiliser des technologies numériques de manière à soutenir le bien-être et l’inclusion. Réduire au minimum les risques et menaces pour le bien-être physique, mental et social de soi-même et des autres lors de l’utilisation du numérique. Équilibrer activités en ligne et hors ligne pour soutenir le bien-être. Agir pour se protéger et protéger autrui face aux dangers potentiels dans les environnements numériques (par exemple cyberharcèlement, contenus nuisibles) et savoir comment y répondre. Être conscient des technologies numériques qui favorisent le bien-être et l’inclusion sociale.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D4,DIGCOMP3.0-fr-D4-C4,4.4 : IMPACTS ENVIRONNEMENTAUX DES TECHNOLOGIES NUMÉRIQUES,"<p><strong>Descripteur DigComp 3.0 :</strong> Être conscient des impacts environnementaux des technologies numériques, incluant la production, l’exploitation, la réparation, le recyclage et l’élimination des appareils, les infrastructures de stockage des données, la consommation énergétique et l’usage d’outils et d’applications. Agir pour réduire ces impacts et utiliser les technologies numériques pour soutenir la durabilité.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D5,DIGCOMP3.0-fr-D5-C1,5.1 : IDENTIFIER ET RÉSOUDRE DES PROBLÈMES TECHNIQUES,"<p><strong>Descripteur DigComp 3.0 :</strong> Identifier les problèmes techniques lors de l’utilisation d’appareils numériques et dans des environnements numériques, et les résoudre par une variété de moyens.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D5,DIGCOMP3.0-fr-D5-C2,5.2 : IDENTIFIER DES BESOINS ET DES RÉPONSES TECHNOLOGIQUES NUMÉRIQUES,"<p><strong>Descripteur DigComp 3.0 :</strong> Évaluer ses propres besoins et ceux des autres et choisir, évaluer, utiliser et adapter des technologies numériques pour y répondre. Ajuster et personnaliser les environnements numériques en fonction des contextes, objectifs et besoins (par exemple accessibilité) de soi-même et des autres.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D5,DIGCOMP3.0-fr-D5-C3,5.3 : IDENTIFIER DES SOLUTIONS CRÉATIVES GRÂCE AU NUMÉRIQUE,"<p><strong>Descripteur DigComp 3.0 :</strong> Utiliser les technologies numériques pour améliorer ou concevoir de nouvelles solutions pour des processus et des produits, en adoptant une approche centrée sur l’humain. S’engager, individuellement et collectivement, dans des processus de pensée critique et dans l’usage créatif et intentionnel des technologies numériques pour comprendre et résoudre des problèmes et des situations problématiques de nature conceptuelle.</p>",1,,,,,,,,,
DIGCOMP3.0-fr-D5,DIGCOMP3.0-fr-D5-C4,5.4 : IDENTIFIER ET TRAITER LES BESOINS EN COMPÉTENCE NUMÉRIQUE,"<p><strong>Descripteur DigComp 3.0 :</strong> Reconnaître les domaines où sa propre compétence numérique doit être améliorée ou actualisée. Traiter ses besoins en compétence numérique dans une démarche plus large d’apprentissage tout au long de la vie, en développant sa capacité d’action et son autonomie. Accompagner d’autres personnes dans le développement de leur compétence numérique. Rester informé des évolutions technologiques numériques et de leurs implications personnelles, professionnelles et sociétales.</p>",1,,,,,,,,,
